SMILES,pIC50
CC1CCN(Cc2ccc3ccccc3c2)CC1,5.54
CN1CCC(CCN2C(=O)c3ccccc3C2=O)CC1,9.05
CN1CCC(CCC2C(=O)Nc3ccccc3C2=O)CC1,8.38
CN1CCC(/C=C2\Cc3ccccc3C2=O)CC1,8.08
O=C1CCN(Cc2ccccc2)C/C1=C\c1cc[nH]c1,5.22
O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(Cc2ccccc2)c2ccccc12,4.0
c1ccc(CN2CCC(CCc3nccc4ccccc34)CC2)cc1,6.66
CN(CCCCCNc1ccc(-c2ccccc2)nn1)Cc1ccccc1.Cl,6.03
Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,6.85
c1ccc(CN2CCC(CCc3noc4cc(N5CCOCC5)ccc34)CC2)cc1,9.1
CCc1cccc(CC)c1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,5.82
c1ccc(CN2CCC(CNc3noc4ccccc34)CC2)cc1,6.49
CC(C)c1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,7.82
Cc1cccc(C)c1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,6.11
Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,7.3
O=C(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c1ccccc1,8.03
Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,7.7
c1ccc(CN2CCC(CCc3noc4ccccc34)CC2)cc1,7.26
CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,8.0
O=S(=O)(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c1ccccc1,7.85
Cc1cc(C)cc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,7.11
C(=C/C1CCN(Cc2ccccc2)CC1)\c1noc2ccccc12,6.68
c1ccc(CN2CCC(CCc3ncnc4ccccc34)CC2)cc1,6.47
COc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,8.08
NC(=O)c1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,8.06
Cc1cccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,7.55
Cl.c1ccc(-c2ccc(NCCCCCN3CCc4ccccc4C3)nn2)cc1,4.33
Cc1cccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1C,7.64
CN(C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C)c1ccccc1,6.16
COc1cccc2c(CCC3CCN(Cc4ccccc4)CC3)noc12,8.15
CNC(=O)Oc1cc2c(cc1C)N(C)[C@H]1N(C)CC[C@@]21C,5.0
Cc1ccc(C)c(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,7.59
COc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1,8.14
Oc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,7.59
Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c(C)c1,7.85
Cc1cc(C)c(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c(C)c1,5.89
c1ccc(CN2CCC(CCc3n[nH]c4ccccc34)CC2)cc1,6.92
Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1C,7.51
c1ccc(CN2CCC(COc3noc4ccccc34)CC2)cc1,5.59
Cc1cc2c(cc1OC(=O)Nc1ccccc1)[C@]1(C)CCN(C)[C@@H]1N2C,6.59
CN(C)Cc1cc2c(cc1OC(=O)Nc1ccccc1)[C@]1(C)CCN(C)[C@@H]1N2C,5.6
Cc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1,8.11
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,6.12
c1ccc(CN2CCC(CCc3nsc4ccccc34)CC2)cc1,7.01
Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,8.0
N#Cc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,7.0
CC(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,8.55
Cc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C,8.24
CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2,7.7
CCCCCCNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(CC)[C@H]1C2,6.63
CCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,6.82
CC(C)NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,4.46
CCN(CC)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,4.4
CN(C(=O)NCc1ccccc1)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,5.2
CN1CC[C@@]2(C)c3cc(OC(=O)NCc4ccccc4)ccc3N(C)C12,6.34
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N+](C)(C)C1N2C.COS(=O)(=O)[O-],7.47
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccc(Cl)cc4)ccc3N(C)C12,5.74
CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,6.01
CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,6.96
C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1,8.1
COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3C)cc1,5.77
CNC(=O)Oc1cccc(CN(C)CCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,7.93
CNC(=O)Oc1ccc2c(c1)CN(CCCOc1ccc3c(=O)c4ccccc4oc3c1)CC2.Cl,7.91
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCCN2CCOCC2)c1,7.56
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,9.52
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(C(=O)c3ccccc3)cc2)c1.Cl,8.27
CNC(=O)Oc1cccc(CN(C)CCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,8.85
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccccc3c2)c1.Cl,7.08
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCCCN2CCOCC2)c1,7.53
CNC(=O)Oc1cccc(CN(C)CCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,8.17
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCN2CCOCC2)c1,7.68
CNC(=O)Oc1cccc(CN(C)CCCOc2cccc(Cc3ccccc3)c2)c1.Cl,7.61
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,9.49
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(-c3ccccc3)cc2)c1,7.26
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCN2CCOCC2)c1,7.58
CNC(=O)Oc1cccc(CN(C)CCCOc2ccccc2)c1.Cl,7.1
CNC(=O)Oc1cccc(CN(C)CC#CCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,6.68
CNC(=O)Oc1cccc(CN(C)CCCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,7.66
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C=O,6.41
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C)Cc1ccccc1C,7.25
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,7.71
CC[N+](C)(CCCCCC(=O)N(CCCCCCCCN(C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)C(C)C)C(C)C)Cc1ccccc1OC,8.09
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(Cc3ccccc3)C12,6.61
COc1ccc(CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc2ccc(OC)cc2)cc1,5.24
CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(Cc3ccccc3)C12,4.95
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2Cc1ccccc1,5.55
CCN(CCCCCC(=O)N(CCCCCCCCN(C(=O)CCCCCN(CC)Cc1ccccc1OC)C(C)C)C(C)C)Cc1ccccc1OC,7.74
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-].[I-].[I-],7.91
COc1ccccc1CN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(Cc1ccccc1OC)C(C)C)C(C)C,7.14
COc1cccc(CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc2cccc(OC)c2)c1,6.17
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C(F)(F)F)Cc1ccccc1C(F)(F)F,7.93
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],6.1
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1)Cc1ccccc1,7.43
CCCOc1ccccc1C[N+](C)(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OCCC,7.76
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C)Cc1ccccc1C,7.78
CCCOc1ccccc1CN(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OCCC,7.47
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C=O)C12,6.11
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C(F)(F)F)Cc1ccccc1C(F)(F)F,5.34
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,7.73
CCN(CCCCCCOCCCCCCCCOCCCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,6.69
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1)Cc1ccccc1,7.31
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2,5.66
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,6.95
CC[N+](C)(CCCCCCOCCCCCCCCOCCCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,7.11
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,7.92
CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,5.25
Nc1c2c(nc3cc(Cl)ccc13)-c1ccccc1C2,5.18
CCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,7.89
C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4cccnc4)oc(=O)c3C(=O)C21,4.46
CN1C(=O)Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc21.CS(=O)(=O)O,9.32
COc1ccc2c(c1)-c1nc3ccccc3c(N)c1C2,5.37
CNC(=O)Oc1ccc2c(c1)OC[C@@H]1CC[N+](C)(C)[C@H]21,5.74
Cc1ccc2nc3c(c(N)c2c1)CCCC3,5.09
COc1cc2nc3c(c(N)c2cc1OC)CCCC3,5.28
Nc1ccc2c(N)c3c(nc2c1)-c1ccccc1C3,4.54
Nc1c2c(nc3ccc([N+](=O)[O-])cc13)CCCC2,5.52
Nc1ccc2nc3c(c(N)c2c1)Cc1ccccc1-3,5.23
CCCCCCCNc1c2c(nc3cc(F)ccc13)CCCC2,7.35
CNC(=O)Oc1ccc2c(c1)[C@@H]1[C@@H](CCN1C)CO2,4.79
O=C(O)/C=C\C(=O)O.O=C1Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,9.48
Cc1ccc2c(N)c3c(nc2c1)CCCC3,7.0
CCCCCCCNc1c2c(nc3cc(C)ccc13)CCCC2,6.89
CCCCCCCNc1c2c(nc3cc([N+](=O)[O-])ccc13)CCCC2,6.54
CNC(=O)Oc1cccc2c1OC[C@@H]1CCN(C)[C@H]21,7.64
COc1cccc(-c2cc3c(c(=O)o2)C(=O)C2[C@@]4(C)CC[C@H](O)[C@@](C)(CO)C4C[C@H](O)[C@@]2(C)O3)c1,4.03
CN1CC[C@H]2COc3c(O)cccc3[C@H]21,4.4
C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4ccccn4)oc(=O)c3C(=O)C21,4.0
Nc1c2c(nc3ccccc13)-c1ccc(F)cc1C2,6.36
CCCCCCCNc1c2c(nc3ccc(C)cc13)CCCC2,6.41
COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1,7.59
C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4ccc(Cl)nc4)oc(=O)c3C(=O)C21,4.1
CC(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1.O=C(O)/C=C/C(=O)O,8.55
Cc1ccc2nc3c(c(NCc4ccccc4)c2c1)CCCC3,5.43
O=C1Cc2cc3onc(CCC4CCN(Cc5ccccc5)CC4)c3cc2N1,9.02
Cc1ccc2c(c1)-c1nc3ccccc3c(N)c1C2,5.34
COc1ccc2c(N)c3c(nc2c1)CCCC3,6.46
O=C(CCCCCCC(=O)NCCCCCCN1CC[C@H]2COc3ccccc3[C@H]21)NCCCCCCN1CC[C@H]2COc3ccccc3[C@H]21,5.01
O=C1CCc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,9.24
Cc1cccc2c1Cc1c-2nc2ccccc2c1N,5.41
Nc1c2c(nc3cc([N+](=O)[O-])ccc13)-c1ccccc1C2,4.17
COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1OC,9.0
COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc(OC)c1OC,8.1
O=C1Cc2c(ccc3c(CCC4CCN(Cc5ccccc5)CC4)noc23)N1,8.44
Nc1c2c(nc3cc(F)ccc13)CCCC2,7.06
COc1ccc(-c2cc3c(c(=O)o2)C(=O)C2[C@@]4(C)CC[C@H](O)[C@@](C)(CO)C4C[C@H](O)[C@@]2(C)O3)cc1OC,4.24
Nc1ccc2nc3c(c(N)c2c1)CCCC3,5.42
COc1ccc2c(c1)Cc1c-2nc2ccccc2c1N,5.19
Nc1c2c(nc3cc([N+](=O)[O-])ccc13)CCCC2,7.55
CNC(=O)Oc1ccc2c(c1)OC[C@@H]1CCN(C)[C@H]21,5.71
C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4ccncc4)oc(=O)c3C(=O)C21,5.1
COc1cccc2c1Cc1c-2nc2ccccc2c1N,5.78
CCCCCCCNc1c2c(nc3cc(OC)ccc13)CCCC2,6.34
Nc1c2c(nc3cc(Br)ccc13)CCCC2,7.18
COc1ccc(-c2cc3c(c(=O)o2)C(=O)C2[C@@]4(C)CC[C@H](O)[C@@](C)(CO)C4C[C@H](O)[C@@]2(C)O3)cc1,4.15
Nc1c2c(nc3ccccc13)-c1ccc(Cl)cc1C2,5.27
Clc1ccc2c(NCc3ccccc3)c3c(nc2c1)CCCC3,6.77
Nc1c2c(nc3cc(F)ccc13)-c1ccccc1C2,5.92
Nc1c2c(nc3cc(Cl)c(Cl)cc13)CCCC2,6.33
O=[N+]([O-])c1ccc2nc3c(c(NCc4ccccc4)c2c1)CCCC3,5.8
C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4ccccc4)oc(=O)c3C(=O)C21,4.0
Cc1ccc2c(NCc3ccccc3)c3c(nc2c1)CCCC3,6.12
O=[N+]([O-])c1ccc2c(NCc3ccccc3)c3c(nc2c1)CCCC3,5.32
CN(C)c1ccc(CC(=O)NCCCCCCCCNC23CC4CC(CC(C4)C2)C3)cc1,4.0
CN(C)c1ccc(CC(=O)NCCCCCCCCCCNC23CC4CC(CC(C4)C2)C3)cc1,4.0
CN(C)c1ccc(CC(=O)NCCCCCCCCCCCCNC23CC4CC(CC(C4)C2)C3)cc1,4.0
CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)[C@@H]2[C@H](C)[C@@H]2C)cc1,4.0
CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3c2nc3ccccc3s2)cc1,4.0
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1.O=C(O)C(O)C(O)C(=O)O,6.12
C#CC(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],4.92
C#CCCCC[n+]1cn(C)c(/C=N/O)n1.[Cl-],4.2
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)O[C@@H]2N3C)cc1,5.0
CC#CC(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],3.84
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,6.1
C#CCCOC[n+]1ccn(C)c1C.[Cl-],4.57
CC#CC(C)(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],3.76
C#CCCCC[n+]1ccn(C)c1/C=N/O.[Cl-],5.07
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)c1ccccc1O,7.55
C#CCCOC[n+]1ccc(/C=N/O)cc1.[Cl-],4.02
C#CCOC[n+]1ccn(C)c1/C=N/O.[Cl-],4.66
C#CCCOC[n+]1ccn(C(C)(C)C)c1/C=N/O.[Cl-],3.47
C#CC1CCCCC1OC[n+]1ccn(C)c1/C=N/O.[Cl-],4.69
C#CCCCC[n+]1ccn(COC)c1/C=N/O.[Cl-],3.73
C#CCCOC[n+]1ccn(C)c1/C=N/O.[Cl-],4.84
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,5.38
C#CC(C)C(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],4.9
CC#CCCOC[n+]1ccn(C)c1/C=N/O.[Cl-],4.11
C#CCCCOC[n+]1ccn(C)c1/C=N/O.[Cl-],4.55
Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C,6.76
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CC[N@@+](C)([O-])[C@@H]2N3C)cc1.Cl,5.0
C#CCC(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],5.06
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C,6.82
Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N@@+](C)([O-])[C@@H]1N2C.Cl,6.74
C#CC(C)(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],4.62
CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N@@+](C)([O-])[C@@H]1N2C.Cl,6.9
Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)C(O)C(O)C(=O)O,8.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N@@+](C)([O-])[C@@H]1N2C.Cl,7.0
C#CC(CC)OC[n+]1ccn(C)c1/C=N/O.[Cl-],5.11
C#CCCCC[n+]1ccccc1/C=N/O.[Cl-],4.21
C#CCC(CCC)OC[n+]1ccn(C)c1/C=N/O.[Cl-],5.28
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12.O=C(O)C(O)C(O)C(=O)O,7.62
CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)C(O)C(O)C(=O)O,8.0
CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C,7.19
C#CCCCC[n+]1ccn(C(C)(C)C)c1/C=N/O.[Cl-],4.12
C#CC(CCC)OC[n+]1ccn(C)c1/C=N/O.[Cl-],5.08
C#CCCCC[n+]1ccc(/C=N/O)cc1.[Cl-],3.52
C#CC1(OC[n+]2ccn(C)c2/C=N/O)CCCC1.[Cl-],4.62
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@H]2O1,6.89
CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@]2(C)CC[N@@+](C)([O-])[C@H]12.Cl,6.7
C(=C\C1CCN(Cc2ccccc2)CC1)\c1noc2ccccc12,6.68
c1ccc(CN2CCC(CCCc3noc4ccccc34)CC2)cc1,6.05
c1ccc(CN2CCC(CCNc3noc4ccccc34)CC2)cc1,6.09
CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCC)C1C2.Cc1ccc(C(=O)OC(C(=O)O)C(OC(=O)c2ccc(C)cc2)C(=O)O)cc1.O,7.21
CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)C1C2,7.7
CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)C1C2,7.44
CCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)C1C2,6.81
CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1C2,6.3
CCN1CC[C@@]2(C)c3cc(OC(=O)NC(C)(C)C)ccc3CC12,4.9
CCCCCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CCC)C1C2,6.2
CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1C2,7.11
CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1C2,6.94
CCN1CC[C@@]2(C)c3cc(OC(=O)N[C@@H](C)c4ccccc4)ccc3CC12,5.88
CCN1CC[C@H]2c3cc(OC(=O)NC)ccc3CC21,6.6
CCCCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CCC)C1C2,6.29
CCN1CC[C@@]2(C)c3cc(OC(=O)NCc4ccccc4)ccc3CC12,7.16
CCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)C1C2,5.97
CCCCCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)C1C2,6.42
CCCN1CCCC(c2cccc(OC(=O)NC(C)C)c2)C1,5.0
CCN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3CC12,6.75
CCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)C1C2,7.05
CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCC)C1C2,7.03
CCCCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)C1C2,6.68
CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3CC12,7.42
CCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)C1C2,5.66
Nc1c2c(nc3ccccc13)CC(O)CC2,6.21
Nc1c2c(nc3ccccc13)CCC(O)C2,5.79
Nc1c2c(nc3ccccc13)C(O)CCC2,6.28
COc1ccccc1CN1CCCCCCCCN(Cc2ccccc2OC)C(=O)CCCCCNCc2ccc(cc2)CNCCCCCC1=O,5.85
CCCCCCCCCN(Cc1ccccc1OC)C(=O)CCCCCN(C)Cc1ccc(-c2ccc(CN(C)CCCCCC(=O)NCc3ccccc3OC)cc2)cc1,3.98
CCCCCCCCCN(Cc1ccccc1OC)C(=O)CCCCCNCc1ccc(-c2ccc(-c3ccc(CNCCCCCC(=O)NCc4ccccc4OC)cc3)cc2)cc1,4.8
COc1ccccc1CN1CCCCCCCCN(Cc2ccccc2OC)C(=O)CCCCCNCc2ccc(cc2)-c2ccc(cc2)CNCCCCCC1=O,5.47
COc1ccccc1CN(CCCCCCCCN(Cc1ccccc1OC)C(=O)CCCCCN)C(=O)CCCCCN,4.48
COc1ccccc1CN1CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(Cc2ccccc2OC)Cc2ccc(cc2)-c2ccc(cc2)C1,4.27
COc1ccccc1CN1CCCCCCCCN(Cc2ccccc2OC)C(=O)CCCCCNCc2cccc(c2)Cc2cccc(c2)CNCCCCCC1=O,5.21
CC(OC[n+]1ccn(C)c1/C=N/O)C1CCCCC1.[Cl-],4.59
Cc1ccc(F)cc1,5.31
CC(=O)Oc1ccc(C)c([N+](C)(C)C)c1,5.27
CC(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],4.31
Cc1ccccc1C,5.31
Cc1ccc(C)cc1,5.31
CCC(=O)Oc1cc([N+](C)(C)C)ccc1C,5.42
COc1ccc(C)c([N+](C)(C)C)c1,3.46
CC(=O)Oc1cc([N+](C)(C)C)ccc1C,6.18
COC[n+]1ccn(C)c1/C=N/O.[Cl-],3.87
Cn1cc[n+](COC[n+]2ccccc2/C=N/O)c1/C=N/O.[Cl-].[Cl-],4.42
COc1cc2c(c(OC)c1)C(=O)C(C)C2,6.42
Cc1cccc(C)c1,5.31
C=CCCC[N+](C)(C)C,2.95
COc1ccc2c(c1)C(=O)C(C)C2,6.42
CCCC(=O)SCC[N+](C)(C)C,3.9
COc1cc2c(cc1OC(C)C)CC(C)C2=O,6.42
CC(CC(C)(C)C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],4.49
COC[n+]1c(/C=N/O)n(C)c2ccccc21.[Cl-],3.7
C[N+](C)(C)CCS,3.36
COc1ccc(C)cc1OC,5.31
Cc1ccc(O)cc1[N+](C)(C)C,5.55
COc1cc([N+](C)(C)C)ccc1C,3.91
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N+](C)(C)C1N2C,7.47
CCCCCCCCOC[n+]1ccn(C)c1/C=N/O.[Cl-],5.02
